STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/10/2019,8.28,,0,0,0,64,78,56,150,150,,15,21,1,1,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/11/2019,13.87,,0.36,0,0,67,71,40,290,200,,23,32,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/12/2019,10.51,,0,0,0,43,54,34,230,210,,21,28,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/13/2019,11.18,,0,0,0,50,67,38,220,200,,21.9,30,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/14/2019,5.82,,0,0,0,51,63,38,270,270,,16.1,21,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/15/2019,11.41,,0.03,0,0,55,72,42,310,270,,29.1,40.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/16/2019,15.88,,0,0,0,51,54,43,290,290,,23.9,34,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/17/2019,7.16,,0,0,0,47,58,38,340,300,,15,23,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/18/2019,4.92,,0,0,0,48,61,37,160,120,,12.1,17,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/19/2019,6.04,,0,0,0,53,70,41,130,190,,14.1,19.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/20/2019,2.24,,0,0,0,60,73,49,240,230,,8.1,11,,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/21/2019,14.32,,1.01,0,0,60,66,51,270,140,,23.9,33.1,1,,1,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/22/2019,15.43,,0,0,0,54,58,45,240,250,,28,36,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/23/2019,12.3,,0,0,0,50,65,36,200,220,,23.9,33.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/24/2019,8.72,,0,0,0,54,58,50,340,330,,16.1,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/25/2019,6.04,,0,0,0,51,57,47,350,340,,13,16.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/26/2019,16.11,,2.08,0,0,51,64,47,220,220,,36,48.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/27/2019,12.75,,0,0,0,55,63,47,230,230,,36,49,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/28/2019,6.04,,0,0,0,52,62,42,210,210,,16.1,19.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/29/2019,8.95,,0,0,0,54,59,45,320,250,,15,19.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/30/2019,9.62,,0.1,0,0,47,48,46,40,30,,16.1,21,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",10/31/2019,17.22,,0.68,0,0,42,47,29,260,270,,32,42.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/1/2019,9.17,,0,0,0,34,47,24,210,270,,19.9,23.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/2/2019,10.51,,0,0,0,39,51,31,260,290,,25.9,34,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/3/2019,9.62,,0,0,0,40,53,29,190,240,,19.9,25.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/4/2019,11.86,,0.03,0,0,48,58,41,210,210,,21.9,28,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/5/2019,8.72,,0.01,0,0,46,52,33,270,250,,19.9,25.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/6/2019,6.93,,0.05,0,0,42,53,32,190,170,,14.1,19,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/7/2019,11.63,,0.02,0,0,40,45,23,10,360,,21.9,30,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/8/2019,4.92,,0,0,0,26,34,17,190,200,,12.1,14.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/9/2019,10.96,,0,0,0,33,49,24,180,200,,19.9,27.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/10/2019,8.28,,0,0,0,47,61,39,250,250,,17,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/11/2019,13.42,,0.22,2.8,0,42,45,21,320,310,,28,36,1,,,1,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/12/2019,12.3,,0,0,2,17,21,8,310,320,,25.9,35.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/13/2019,8.05,,0,0,1.2,16,29,9,160,160,,15,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/14/2019,7.16,,0,0,0,31,40,25,310,250,,12.1,19,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/15/2019,7.61,,0,0,0,33,46,24,10,10,,16.1,19.9,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/16/2019,10.29,,0,0,0,36,44,29,100,70,,18.1,23,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/17/2019,4.03,,0,0,0,35,45,26,160,110,,8.1,11,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/18/2019,5.37,,0.01,0,0,37,39,31,280,280,,13,16.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/19/2019,5.82,,0.03,0,0,38,45,31,310,310,,12.1,16.1,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/20/2019,6.04,,0,0,0,42,46,40,150,150,,13,16.1,1,1,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/21/2019,13.65,,0.08,0,0,45,52,40,210,210,,25.9,36.9,1,,1,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/22/2019,8.95,,0,0,0,43,43,31,320,320,,19.9,25.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/23/2019,8.95,,0.45,0,0,33,37,27,20,30,,17,23,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/24/2019,10.96,,0,0,0,37,49,31,250,250,,17,21.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/25/2019,9.62,,0,0,0,43,58,35,190,190,,16.1,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/26/2019,10.07,,0.57,0,0,47,54,40,170,160,,19.9,28,1,,1,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/27/2019,25.05,,0.33,0,0,48,57,36,250,250,,45,59.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/28/2019,8.5,,0,0,0,36,37,33,290,310,,28,35.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/29/2019,5.14,,0.01,0,0,38,41,36,70,70,,15,18.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",11/30/2019,11.41,,0.8,0,0,39,47,37,90,90,,29.1,35.1,1,1,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/1/2019,13.2,,0.28,0,0,41,49,34,290,280,,25.1,32,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/2/2019,14.99,,0,0,0,35,36,31,310,320,,25.1,31.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/3/2019,11.41,,0,0,0,33,40,29,210,220,,18.1,23.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/4/2019,14.32,,0,0,0,38,48,32,280,280,,28,34,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/5/2019,6.49,,0,0,0,38,50,28,190,180,,12.1,14.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/6/2019,11.18,,0,0,0,44,50,28,340,340,,21.9,27.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/7/2019,6.71,,0,0,0,32,42,22,140,140,,12.1,15,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/8/2019,9.17,,0,0,0,38,53,28,190,200,,17,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/9/2019,13.42,,0.64,0,0,51,53,37,270,300,,25.1,33.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/10/2019,13.87,,0,0,0,30,37,18,280,300,,25.1,33.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/11/2019,6.71,,0,0,0,22,32,17,260,260,,13,16.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/12/2019,9.62,,0,0,0,30,43,22,150,160,,17,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/13/2019,5.37,,0,0,0,36,44,30,150,160,,12.1,16.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/14/2019,8.95,,0.03,0,0,40,45,30,280,290,,21,28,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/15/2019,8.05,,0.37,4.3,0,29,30,24,270,280,,19.9,25.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/16/2019,12.3,,0.33,2.5,3.9,30,31,30,20,20,,19.9,25.9,1,,,,,1,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/17/2019,12.08,,0.06,0.8,5.1,29,32,19,10,360,,21,28,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/18/2019,10.96,,0,0,3.9,22,25,12,290,300,,21,25.9,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/19/2019,8.95,,0,0,3.9,19,36,9,200,190,,18.1,21.9,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/20/2019,4.92,,0,0,3.9,31,40,22,130,110,,10.1,15,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/21/2019,3.8,,0,0,3.1,35,44,29,250,240,,10.1,12.1,,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/22/2019,1.79,,0,0,3.1,36,53,25,130,120,,8.1,11,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/23/2019,2.46,,0,0,2,40,52,28,320,160,,6.9,8.1,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/24/2019,3.13,,0,0,0,40,54,29,150,130,,8.1,11,1,1,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/25/2019,6.93,,0,0,0,45,62,33,230,230,,15,17,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/26/2019,9.62,,0,0,0,55,65,46,220,200,,19.9,25.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/27/2019,6.93,,0,0,0,49,56,37,310,300,,17,21,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/28/2019,9.4,,0.06,0,0,43,58,37,130,120,,16.1,21,1,,,,,,,1,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/29/2019,11.86,,1.08,0,0,57,62,53,140,130,,21,29.1,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/30/2019,21.03,,0.2,0,0,43,53,35,240,260,,32,45,1,,,,,,,,,
USW00093819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",12/31/2019,21.03,,0,0,0,34,35,32,250,240,,31.1,42.9,1,,,,,1,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/1/2019,4.7,,0,0,0,69,83,57,240,250,,15,19,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/2/2019,4.03,,0,0,0,67,81,57,180,220,,12.1,14.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/3/2019,6.26,,0,0,0,69,80,61,270,260,,23.9,32,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/4/2019,8.95,,0.55,0,0,66,78,57,230,240,,19.9,25.9,1,1,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/5/2019,10.74,,0,0,0,55,59,46,280,280,,23,29.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/6/2019,2.68,,0,0,0,53,71,39,70,320,,8.9,12.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/7/2019,2.46,,0,0,0,56,75,45,70,140,,12.1,14.1,1,1,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/8/2019,4.25,,0,0,0,60,76,50,250,240,,14.1,17,1,1,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/9/2019,10.29,,0,0,0,58,63,43,300,280,,21,29.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/10/2019,5.82,,0,0,0,47,57,36,320,360,,16.1,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/11/2019,7.38,,0,0,0,46,62,35,50,60,,18.1,25.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/12/2019,5.37,,0,0,0,55,71,42,130,140,,18.1,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/13/2019,8.72,,0,0,0,64,78,53,290,290,,23.9,36,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/14/2019,6.93,,0,0,0,54,59,48,360,10,,15,18.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/15/2019,4.92,,0,0,0,49,55,45,300,310,,12.1,14.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/16/2019,3.13,,0,0,0,48,61,36,280,320,,10.1,13,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/17/2019,1.57,,0,0,0,48,67,34,170,170,,13,14.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/18/2019,3.13,,0,0,0,56,73,55,70,60,,13,14.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/19/2019,8.5,,0.04,0,0,61,78,49,190,190,,29.1,35.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/20/2019,14.76,,0.41,0,0,57,66,38,280,270,,32,38,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/21/2019,7.16,,0,0,0,41,51,32,50,40,,18.1,25.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/22/2019,7.38,,0,0,0,50,69,36,60,100,,18.1,28,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/23/2019,9.62,,0,0,0,63,78,53,180,180,,23.9,33.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/24/2019,13.87,,2.16,0,0,67,71,44,270,260,,25.1,31.1,1,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/25/2019,6.71,,0,0,0,48,60,37,340,350,,15,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/26/2019,5.82,,0,0,0,47,59,37,360,350,,13,17,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/27/2019,7.61,,0.96,0,0,45,47,43,10,20,,14.1,18.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/28/2019,4.92,,0.25,0,0,50,61,40,350,,,10.1,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/29/2019,5.59,,0,0,0,48,64,35,260,260,,14.1,18.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/30/2019,6.93,,0,0,0,44,50,32,330,330,,17,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",1/31/2019,7.61,,0,0,0,41,56,30,70,30,,16.1,21,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/1/2019,8.72,,0,0,0,53,62,46,40,40,,18.1,23,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/2/2019,8.5,,0.06,0,0,59,66,55,40,60,,15,17,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/3/2019,5.14,,0.51,0,0,58,63,56,10,20,,14.1,17,1,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/4/2019,2.91,,0,0,0,60,69,51,30,30,,8.9,12.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/5/2019,1.57,,0,0,0,59,78,46,310,270,,10.1,15,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/6/2019,3.8,,0,0,0,64,80,51,130,140,,12.1,14.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/7/2019,4.7,,0,0,0,66,82,52,150,140,,14.1,16.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/8/2019,5.82,,0,0,0,68,85,54,350,360,,15,19.9,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/9/2019,15.66,,0,0,0,60,64,54,40,20,,25.9,34,,,,,,,,1,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/10/2019,11.41,,0,0,0,60,66,56,40,40,,19.9,25.9,1,,,,,,,1,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/11/2019,3.58,,0.11,0,0,63,79,57,120,130,,16.1,19.9,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/12/2019,10.07,,0,0,0,70,84,60,320,240,,23,31.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/13/2019,8.5,,0.1,0,0,59,63,44,320,310,,16.1,23.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/14/2019,3.36,,0,0,0,52,71,35,160,170,,12.1,15,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/15/2019,4.25,,0,0,0,58,73,47,230,240,,14.1,18.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/16/2019,8.05,,0,0,0,64,80,53,250,250,,19.9,23.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/17/2019,4.92,,0,0,0,69,79,61,120,240,,12.1,16.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/18/2019,8.95,,0,0,0,71,86,60,340,320,,18.1,23.9,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/19/2019,12.3,,0.18,0,0,62,69,57,30,40,,23.9,32,1,,,,,,,1,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/20/2019,5.37,,0.01,0,0,64,80,57,40,30,,15,19,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/21/2019,6.71,,0.01,0,0,74,86,66,140,180,,17,21,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/22/2019,4.47,,0,0,0,73,87,61,120,210,,12.1,14.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/23/2019,5.59,,0.01,0,0,70,82,64,60,60,,15,18.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/24/2019,9.84,,0.04,0,0,71,83,58,300,300,,28,36,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/25/2019,8.05,,0,0,0,58,66,43,70,80,,19.9,23,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/26/2019,6.04,,0.01,0,0,58,70,49,70,100,,14.1,17,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/27/2019,2.46,,0.78,0,0,66,75,60,60,80,,10.1,13,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",2/28/2019,2.91,,0.01,0,0,64,72,58,310,310,,12.1,15,1,1,,,,,,1,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/1/2019,4.7,,0.62,0,0,66,80,61,300,290,,29.1,38.9,1,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/2/2019,3.36,,0.15,0,0,64,69,59,180,320,,10.1,14.1,1,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/3/2019,7.83,,0.12,0,0,69,81,61,160,240,,21,25.9,1,1,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/4/2019,9.17,,0.02,0,0,66,69,48,190,190,,21,25.9,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/5/2019,8.72,,0.18,0,0,49,57,41,280,280,,17,25.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/6/2019,5.14,,0,0,0,45,58,33,350,330,,18.1,23,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/7/2019,3.36,,0,0,0,47,67,34,70,80,,13,17,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/8/2019,5.82,,0,0,0,57,77,42,150,170,,17,21,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/9/2019,6.71,,0,0,0,65,81,50,140,190,,15,19.9,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/10/2019,4.92,,0,0,0,73,86,62,280,250,,14.1,19,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/11/2019,3.8,,0.4,0,0,72,85,63,50,50,,13,14.1,1,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/12/2019,9.62,,0,0,0,66,72,56,70,50,,21.9,25.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/13/2019,10.29,,0,0,0,64,76,54,120,130,,21.9,27.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/14/2019,9.62,,0,0,0,69,80,58,130,140,,19.9,25.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/15/2019,6.71,,0,0,0,71,86,61,210,210,,18.1,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/16/2019,6.04,,0,0,0,67,70,56,350,350,,17,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/17/2019,7.16,,0.06,0,0,56,58,52,30,30,,14.1,16.1,1,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/18/2019,6.26,,0,0,0,57,68,47,30,40,,16.1,21.9,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/19/2019,13.65,,0,0,0,56,64,50,40,30,,29.1,36,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/20/2019,7.61,,0,0,0,58,71,46,30,40,,13,21,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/21/2019,9.84,,0,0,0,57,75,41,240,240,,25.9,33.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/22/2019,8.95,,0,0,0,59,75,43,300,300,,21,29.1,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/23/2019,5.82,,0,0,0,57,73,37,90,80,,14.1,19,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",3/24/2019,4.92,,0,0,0,60,79,43,130,100,,19.9,23.9,1,,,,,,,,,
